Input,Output
李银会严肃时表现如何,"李银会是北京大学理学硕士1997年创办青海华能系统集成有限公司:1998年与北大计算机中心合作，以归国留学人员为核心，在北京成立“科技研发中心”。1998至1999年，承担《国家高技术研究发展(863)计划)306课题及《国家""九五""科技攻关项目》，均达到国际先进水平。2000年以来组建吉海华实科技投资管理有限公司、青海福瑞德医药公司、青海互助青稞酒股份有限公司、青海新丁香粮油开发有限公司、青藏高原生物食品开发研究院等知名企业。"
青稞酒是怎么酿造的？,青稞酒的酿造工艺是“清蒸清烧三次清工艺”，即原料清蒸，辅料清蒸，清糟发酵，并用花岗岩窖池发酵的反复三次操作工艺。首先，对青稞原料进行粉碎（4-8瓣），再用冷水润料（16-18个小时），之后用甑锅进行蒸煮（40分钟），蒸熟出锅后用扬楂机扬冷，然后加入糠皮（主要起填充、疏松的作用），加入大曲粉，拌匀后入窖发酵。每楂发酵时间到期后，出窖蒸酒，原酒入库。出锅的酒醅经扬冷加曲再次入窖发酵，如此循环三次，每次蒸酒的酒醅中不再加入新料，因此叫“清蒸清烧”。
北山公园的景区有哪些,景区内广泛分布有形态各异的岩溶地貌、丹霞地貌、冰川地貌和流水地貌，主要景点有：达坂红叶、十二生肖盘、龙尾观云、神龙潭瀑布、胡勒瀑布、圣母天池、高山牧场、药水泉瀑布等。
天佑德青稞酒的产品结构是怎样的,目前，公司形成了以“零号酒样、天之德”为主的千元价格带产品，国之德真年份500元价位带，以及出口型、红四星、人之德为核心的腰部中间价位段产品系列，以福酒系列为主的婚宴市场产品，永庆和系列为代表的中低档盒装酒产品，互助大曲为代表的光瓶酒产品，以及世义德散酒，产品线逐渐清晰。此外，面对全国市场，公司推出海拔系列、金宝有机青稞酒系列差异化特色产品。面对年轻市场及旅游市场，公司主推小黑青稞酒文创系列以及青稞威士忌产品。
清蒸/清烧和天酿工艺有何区别,天酿工艺从酿酒技术角度，是对“清蒸清烧四次清”工艺进行了优化改进，进一步科学化、标准化。从文化角度，天酿工艺结合“天人合一”“遵循自然”的哲学理念，对“清蒸清烧四次清”工艺进行艺术化的表达，是对传统工艺内涵的文化升级。
qinghai历史文化,青海历史文化（一）汉武帝时期，汉军征讨河湟羌人，在湟中设“护羌校尉”，开始经略湟中，筑西平亭（今西宁市）。汉宣帝时期，汉朝大将赵充国西征胜利后，屯田青海，青海东部地区正式纳入中原封建王朝郡县体系。
天佑德青稞酒公司的企业原则是什么？,天佑德青稞酒公司企业文化四大信仰是指：青稞信仰、青稞酒信仰、天佑德青稞酒信仰、青藏信仰。
天佑德青稞酒公司员工行为准则是什么？,天佑德青稞酒公司员工行为准则是：九比九不比。不比聪明比勤奋，不比基础比进步，不比能力比主动，不比苦劳比功劳，不比岗位比责任，不比个性比同心，不比出身比忠诚，不比财富比孝心，不比干杯比健康。
三江源是指什么？,三江源地区位于我国青海省南部，平均海拔3500～4800米，是世界屋脊——青藏高原的腹地，是中国面积最大的自然保护区。为孕育中华民族、中南半岛悠久文明历史的世界著名江河：长江、黄河和澜沧江（国外称湄公河）的源头汇水区。
关于昆仑山的神话与文化,昆仑山在中华民族文化史上有着“万山之祖”的显赫地位，是明末道教混元派（昆仑派）的道场所在地。中国上古流传下来的神话传说很多都与昆仑山有关，被认为是炎黄子孙的发源地。然而，昆仑山并非许多神话里所提到的那座“昆仑山”，而是昆仑山脉。神话中的昆仑山乃是存在于现实的“昆仑仙山”。昆仑神话主要记载了人类从诞生到发展的重要历程，距今已有360万年的历史，其产生、流传过程与华夏民族的生存与发展是同步的。
西部土族民俗文化村在哪里？,西部土族民俗文化村位于青海省互助土族自治县威远镇，是集土族建筑文化、服饰文化、餐饮文化、歌舞文化、民俗文化为一体的大型民族旅游文化景区，距省会西宁市30公里，占地2万平方米反映土族最古老传统宴席文化的“圈圈席”。
什么是山南地区,山南地区是西藏自治区下辖地区，位于西藏自治区东南部，古称“象雄”，雅鲁藏布江及其支流年楚河、拉萨河、当曲等汇流于此，是藏民族发祥地之一。
天佑德青稞酒公司的员工信仰是什么？,天佑德青稞酒公司企业文化四大信仰是指：青稞信仰、青稞酒信仰、天佑德青稞酒信仰、青藏信仰。
天佑德青稞酒公司企业文化中青稞信仰如何理解？,天佑德青稞酒公司企业文化中青稞信仰是指：青稞酒贯穿在青藏人民祖祖辈辈民俗生活、宗教仪式之中，具有悠久的历史传统和生生不息的文化生命力。
天佑德青稞酒公司企业文化中青稞酒信仰如何理解？,天佑德青稞酒公司企业文化中青稞酒信仰是指：青稞酒贯穿在青藏人民祖祖辈辈民俗生活、宗教仪式之中，具有悠久的历史传统和生生不息的文化生命力。
互助土族传统节日,互助土族传统节日 土族人民的重要传统节日主要有，农历正月十四日佑宁寺观经会，二月二威远镇擂台会，三月三、四月八庙会，六月十一丹麻戏会，六月十三、二十九“少年”会，七月二十三至九月民和三川地区的“纳顿”（庆丰收会）等等。其中，擂台会、丹麻戏会和“纳顿节”最具民族特色。
天佑德青稞酒公司企业文化中天佑德青稞酒信仰如何理解？,天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞酒信仰是指：天佑德青稞酒公司企业文化中天佑德青稞
青海省著名景点,青海省-班彦村和佑宁寺-佑宁寺，位于互助县五十镇寺滩村，距互助县城35公里，省会西宁65公里。作为国家级文物保护单位，它始建于明朝万历三十二年（1604年），距今已有四百年的历史。青海省的宗教文化-白马寺：省级文物保护单位，位于互助土族自治县红崖子沟乡白马寺村，寺院建在红崖子沟沟口东侧的半崖上，隔湟水河与平安区相望。距西宁市25公里，距互助县威远镇50公里。是互助县旅游景区中著名的宋代文物旅游景点，1959年被列为省级文物保护单位。总面积4516平方米。
青稞酒的口感如何？,青稞酒入口后的后味如何？青稞中的蛋白质含量高，且含有丰富的微量成分，酿酒过程中保留了青稞原有的天然口味和营养成分，所以会有一种独特的爽口后味。只要您慢慢品尝，就会感受到互助青稞酒的独特口感，并且在余味中感受到一种独特的蜂蜜香。
北山互助圣母天池简介,位于青海省互助北山国家森林公园浪士当景区，主峰俄座岭下海拔3800多米的山顶草地上，因天池地处浪士当景区胡勒沟山顶，又名胡勒天池，一大一小呈阶梯状分布的两个湖泊就是“圣母天池”。
酒精含量高导致醉酒,酒精度的高低与肝损伤之间没有必然的关系，主要与折算成的纯酒精摄入量有关。即使酒精度比较低，饮用量大的话，折算下来纯酒精摄入量高，对肝脏也是一种负担。
青稞酒含酒精度数高吗？,青稞酒中农残超标吗？酿酒原料、辅料入厂前都要开展自检、第三方送检的方式进行农残检测，符合标准要求的原料才能入库，在酿造、生产各工序过程中，从未检测出农药残留，因此，青稞酒中不会出现农残超标，可放心饮用。
青稞酒有哪些品牌？,青稞酒的主要品牌就是天佑德了，其他的品牌还有威远青稞酒、昆仑泉青稞酒、八坊原浆青稞酒、七彩青稞、酩馏青稞酒等。
两干一湿在蒸酒过程中的含义,装甑时的酒醅要遵循“两干一湿”的操作原则，即开始装甑和收甑口时酒醅要干，适量增加糠皮的用量；装甑打底后少用糠皮，物料可湿一些。
青稞酒的历史悠久吗？,青稞酒的酿造历史非常久远，大约4200年酿酒史，4000年青稞酒酿造史，700余年蒸馏酒史，600余年天佑德品牌史、400年大曲白酒史。
天佑德合作单位有哪些,公司技术中心与国内外科研机构建立了广泛的合作，如和荷兰瓦赫宁根大学、英国帝国理工学院、北京协和医院、江南大学、中国食品发酵工业研究院均有基础性研发实验合作项目，交往密切。与青海本地的青海大学、青海省农科院、中科院西北高原生物研究所、青海省检验检测院在青稞育种、原料检测、技术开发、技术咨询等方面也有合作关系。
